Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
8/28/2017,0.12,59.4,67.1,74.7,60.2,0.37,11.73
8/29/2017,0,54.7,63.1,71.5,57.5,0.18,9.15
8/30/2017,0,55.6,66.4,77.2,60.3,0.16,13.96
8/31/2017,0,55.3,68.1,80.9,58.8,0.98,15.64
9/1/2017,0,51.6,60.9,70.2,51.8,0.9,11.92
9/2/2017,0.01,51.7,61.7,71.7,55,0.82,11.68
9/3/2017,0,55.4,67.8,80.3,55.7,1.09,22
9/4/2017,0,56.9,70,83.1,61.8,1.06,19.72
9/5/2017,0.22,49.3,61.9,74.5,50.2,0.67,17.62
9/6/2017,0,47,56,65,45.1,0.84,11.99
9/7/2017,0,43.8,55.5,67.2,45.3,0.38,13.2
9/8/2017,0,45.9,60.6,75.3,50.2,0.41,18.67
9/9/2017,0,50.3,59.4,68.5,46.6,1.25,13.88
9/10/2017,0,51.7,63.7,75.6,55.7,1.83,14.18
9/11/2017,0,60.1,69.7,79.3,57.4,3.43,15.42
9/12/2017,0,57.9,69.6,81.2,59.9,0.32,17
9/13/2017,0,57.4,70.7,84,63.3,0.28,19.07
9/14/2017,0,62,73.8,85.7,63.7,0.92,21.92
9/15/2017,0,64.2,76.1,88,61.6,1.83,27.59
9/16/2017,0,66.6,74.2,81.8,62.7,3.98,17.22
9/17/2017,0,50.1,62.6,75.1,57.2,1.14,8.81
9/18/2017,0.02,48.1,56.9,65.7,47.2,0.68,11.52
9/19/2017,0.45,52.8,55.9,59,54.9,0.15,2.79
9/20/2017,0.21,58.1,68.5,78.9,63.1,0.37,14.19
9/21/2017,0,48.3,61.1,74,53,0.44,16.02
9/22/2017,0,48.5,65.2,82,65,0.26,14.44
9/23/2017,0,72.3,82,91.7,68.8,3.57,25.88
9/24/2017,0,67.4,77.6,87.7,67,2.6,20.73
9/25/2017,0.34,59.6,74.4,89.2,63.5,0.32,28.5
9/26/2017,0.28,56.6,59,61.4,57.3,0.21,2.27
9/27/2017,0,46.6,55.5,64.4,50.8,0.35,7.35
9/28/2017,0,45.8,55.7,65.5,45.6,0.39,11.6
9/29/2017,0,45.9,58.8,71.8,47.8,0.66,15.37
9/30/2017,0,42.8,53.5,64.3,43.3,0.51,11.39
10/1/2017,0.14,43.5,55.9,68.4,46.3,0.69,13.2
10/2/2017,0.67,53.2,58.1,62.9,50.2,0.87,8.73
10/3/2017,1.77,54,61.4,68.7,60.9,0.11,5.99
10/4/2017,0.08,45.3,56.8,68.4,52.4,0.13,6.72
10/5/2017,0,42.7,51.3,59.9,42.6,0.49,8.84
10/6/2017,0.01,46.1,55.1,64,50.1,0.07,8.81
10/7/2017,0.77,46.8,52.4,57.9,52.4,0.11,2.96
10/8/2017,0.08,48.5,57.7,66.9,51.6,0.15,9.22
10/9/2017,0,44,57.1,70.3,44.4,0.68,13.86
10/10/2017,0.01,32.3,43.8,55.2,33.6,0.33,8.44
10/11/2017,0,31.3,41.7,52.1,33,0.1,7.58
10/12/2017,0,35.4,45.9,56.4,45.7,0.23,5.34
10/13/2017,0,46.3,55.1,63.9,49.9,0.44,7.8
10/14/2017,0,39.9,49.9,59.8,36.4,1.03,11.49
10/15/2017,0.6,40.8,48.7,56.6,43.1,0.27,6.83
10/16/2017,0,36,44.5,53.1,37.2,0.19,7.09
10/17/2017,0,35,50.7,66.3,37.5,0.28,15.13
10/18/2017,0,41.8,57.7,73.6,43.3,0.86,19.63
10/19/2017,0,38.6,55.3,72,35.7,1.21,20.16
10/20/2017,0,38.5,55.8,73.1,40.2,1.08,20.91
10/21/2017,0.26,54.6,66.1,77.6,50.3,2.34,21.06
10/22/2017,0.32,47,57.5,68,52.6,0.64,5.71
10/23/2017,0,45.9,54.8,63.6,36.2,1.97,14.24
10/24/2017,0,40.1,49.2,58.4,34.8,2.45,8.5
10/25/2017,0,35.7,43.2,50.8,29.4,1.06,8.59
10/26/2017,0,36.2,46.5,56.7,35.3,1.16,8.99
10/27/2017,0.05,32.5,43.5,54.4,34.1,0.18,6.22
10/28/2017,0.13,30,31.8,33.5,29.8,0.18,1.23
10/29/2017,0,27.8,31.8,35.9,25.8,0.55,2.49
10/30/2017,0.03,31.2,37.4,43.6,32.6,0.19,3.73
10/31/2017,0,27.4,32,36.7,23.9,0.84,2.52
11/1/2017,0,24.7,29.6,34.5,19,1,3.6
11/2/2017,0.04,29.9,33.4,37,30.7,0.08,2.83
11/3/2017,0,25.9,32.8,39.7,29.1,0.28,2.49
11/4/2017,0.01,24.9,29.8,34.7,28.1,0.16,2.04
11/5/2017,0.05,34.4,38.3,42.2,38.3,0.03,0.79
11/6/2017,0,20.3,28.7,37.1,22.6,0.3,2.05
11/7/2017,0,19.7,25.8,31.9,22.2,0.19,2.21
11/8/2017,0,25.4,30.3,35.2,21.4,0.46,3.51
11/9/2017,0,20.8,31.6,42.3,24.5,0.41,4.35
11/10/2017,0,10.2,16.1,21.9,2.8,0.79,2.34
11/11/2017,0.05,11.6,20.9,30.2,10.3,0.64,2.77
11/12/2017,0,23.5,33.9,44.2,24.5,0.31,5.11
11/13/2017,0,22,28.8,35.6,24.2,0.15,2.22
11/14/2017,0,24.2,35.8,47.3,33.4,0.05,4.88
11/15/2017,0,38.7,42.5,46.3,41.9,0.14,0.85
11/16/2017,0,25.5,33.5,41.5,24.4,0.42,2.05
11/17/2017,0,26.7,31.3,35.8,26.3,0.65,1.74
11/18/2017,0,33.4,35.8,38.3,34.5,0.14,1.72
11/19/2017,0,15.6,26,36.3,18.1,0.35,3.19
11/20/2017,0,15.3,29.2,43.2,22.4,0.43,5.13
11/21/2017,0,26.7,37,47.3,26.1,0.68,5.48
11/22/2017,0,12.5,20.5,28.5,11.1,0.35,2.88
11/23/2017,0,10.7,21.3,31.9,15.4,0.23,2.87
11/24/2017,0,20.9,33.7,46.6,27.5,0.5,5.74
11/25/2017,0,33.2,46.6,59.9,36.4,0.89,9.11
11/26/2017,0,22,31.1,40.2,22,0.38,4.81
11/27/2017,0,25.5,37.4,49.3,28.7,0.25,6.2
11/28/2017,0,33.4,46.8,60.1,36.5,0.8,10.29
11/29/2017,0,21,36.7,52.3,19.9,0.62,10.63
11/30/2017,0,20.1,33,45.9,21.3,0.61,7.41
12/1/2017,0,26.8,36.6,46.4,25.2,1.01,5.8
12/2/2017,0,27.2,38.7,50.3,24.5,0.99,7.9
12/3/2017,0,25.8,36.3,46.9,24.4,0.8,6.15
12/4/2017,0,31.6,42,52.3,34.8,1.65,5.2
12/5/2017,0.39,15.6,35.7,55.9,35.6,0.13,3.27
12/6/2017,0,14.4,17.7,21,10,0.6,1.4
12/7/2017,0,7.9,13.6,19.3,8.8,0.5,1.27
12/8/2017,0,5.6,14.2,22.9,10.3,0.36,1.47
12/9/2017,0,19.8,25.4,31.1,19.7,0.37,2
12/10/2017,0,19.1,22.3,25.6,14.5,0.56,1.51
12/11/2017,0.05,20.9,25.3,29.8,22.1,0.26,1.6
12/12/2017,0,7.3,21.4,35.5,17.7,0.23,1.9
12/13/2017,0,7.9,19.8,31.7,16.2,0.4,1.59
12/14/2017,0,11.4,21.7,32.1,17.5,0.23,1.6
12/15/2017,0,8.8,16.3,23.7,16.3,0.17,1.17
12/16/2017,0,23.2,26.7,30.3,23.5,0.25,1.4
12/17/2017,0,19.8,24.7,29.7,21.9,0.25,1.2
12/18/2017,0,20.5,24.4,28.3,23.8,0,0.88
12/19/2017,0,25.5,33.5,41.6,28.7,0.21,3.35
12/20/2017,0,20.6,28.2,35.8,17.5,0.93,3.73
12/21/2017,0,17.8,19.4,20.9,11.9,0.64,1.5
12/22/2017,0,17.6,20.3,23.1,15.7,0.46,1.21
12/23/2017,0,10.6,17.9,25.1,10.8,0.41,2.13
12/24/2017,0,9,16.3,23.6,7,0.48,2.32
12/25/2017,0,-0.3,10.7,21.7,3.7,0.31,1.88
12/26/2017,0,-9,-3.2,2.5,-13.8,0.29,0.7
12/27/2017,0,-10.5,-4.8,1,-13.8,0.21,0.7
12/28/2017,0.02,-11.2,-2,7.3,-8.3,0.19,1.25
12/29/2017,0.03,-1.8,4.7,11.3,0.2,0.29,0.71
12/30/2017,0.04,-13.2,-5.8,1.6,-9.3,0.19,0.47
12/31/2017,0,-15.8,-11.3,-6.8,-18.2,0.19,0.43
1/1/2018,0,-17,-12.2,-7.5,-20.4,0.17,0.46
1/2/2018,0,-16.6,-8.9,-1.2,-15.8,0.16,0.58
1/3/2018,0,-13.9,0.3,14.5,-1.5,0.22,0.99
